row_index,lookup_key,name_zh_CN,name_ja_JP,name_en_US,role,class_paths,cost,cost_float32_bits,scratch_rule_key,terrain_mask,playthrough_mask,enabled_playthroughs,linked_group,selector,terrain_discriminator,raw_row_hex
107,0x00067DD2,叛军浪士,反乱軍浪士,Rebel Ronin,2,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,6,0,53,A2090000D27D0600FFFFFFFF0000803F4169FFFF00001F0006000235
108,0x00089E82,叛军浪士,反乱軍浪士,Rebel Ronin,2,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,6,0,53,C1090000829E0800FFFFFFFF0000803F81BDFFFF00001F0006000235
109,0x00013234,叛军浪士,反乱軍浪士,Rebel Ronin,2,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,6,0,53,E209000034320100FFFFFFFF0000803F2277FFFF00001F0006000235
110,0x0001E160,叛军浪士,反乱軍浪士,Rebel Ronin,1,class1:ordinary;class2:ordinary,2.0,0x40000000,0xFFFF,0x0000,0x1F,1;2;3;4;5,6,0,53,040A000060E10100FFFFFFFF00000040F4D0FFFF00001F0006000135
111,0x0004D32A,叛军浪士,反乱軍浪士,Rebel Ronin,1,class1:ordinary;class2:ordinary,2.0,0x40000000,0xFFFF,0x0000,0x1F,1;2;3;4;5,6,0,53,1B0A00002AD30400FFFFFFFF00000040E3F3FFFF00001F0006000135
112,0x00089477,叛军浪士,反乱軍浪士,Rebel Ronin,1,class1:ordinary;class2:ordinary,2.0,0x40000000,0xFFFF,0x0000,0x1F,1;2;3;4;5,6,0,53,300A000077940800FFFFFFFF00000040F0E6FFFF00001F0006000135
113,0x000EEC01,叛军浪士,反乱軍浪士,Rebel Ronin,1,class1:ordinary;class2:ordinary,2.0,0x40000000,0xFFFF,0x0000,0x1F,1;2;3;4;5,6,0,53,440A000001EC0E00FFFFFFFF00000040793FFFFF00001F0006000135
114,0x000AA721,叛军浪士,反乱軍浪士,Rebel Ronin,1,class1:ordinary;class2:ordinary,2.0,0x40000000,0xFFFF,0x0000,0x1F,1;2;3;4;5,6,0,53,5A0A000021A70A00FFFFFFFF000000404440FFFF00001F0006000135
115,0x00059ABC,叛军浪士,反乱軍浪士,Rebel Ronin,1,class1:ordinary;class2:ordinary,2.0,0x40000000,0xFFFF,0x0000,0x1F,1;2;3;4;5,6,0,53,700A0000BC9A0500FFFFFFFF000000404392FFFF00001F0006000135
116,0x00062DB2,叛军浪士,反乱軍浪士,Rebel Ronin,3,class1:ordinary;class2:ordinary,2.0,0x40000000,0xFFFF,0x0000,0x1F,1;2;3;4;5,6,0,53,890A0000B22D0600FFFFFFFF000000406DF0FFFF00001F0006000335
117,0x000BFCD8,叛军浪士,反乱軍浪士,Rebel Ronin,3,class1:ordinary;class2:ordinary,2.0,0x40000000,0xFFFF,0x0000,0x1F,1;2;3;4;5,6,0,53,A50A0000D8FC0B00FFFFFFFF000000404911FFFF00001F0006000335
118,0x00097017,叛军浪士,反乱軍浪士,Rebel Ronin,3,class1:ordinary;class2:ordinary,2.0,0x40000000,0xFFFF,0x0000,0x1F,1;2;3;4;5,6,0,53,C30A000017700900FFFFFFFF0000004087DDFFFF00001F0006000335
119,0x000D7FCB,盗贼,賊,Outlaw,0,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,7,0,0,E20A0000CB7F0D00FFFFFFFF0000803F787FFFFF00001F0007000000
120,0x000D4C14,盗贼,賊,Outlaw,0,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,7,0,0,F00A0000144C0D00FFFFFFFF0000803F7ED7FFFF00001F0007000000
121,0x000A308E,盗贼,賊,Outlaw,2,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,7,0,0,FE0A00008E300A00FFFFFFFF0000803F1EBAFFFF00001F0007000200
122,0x000C1BCB,盗贼,賊,Outlaw,2,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,7,0,0,110B0000CB1B0C00FFFFFFFF0000803FFB2FFFFF00001F0007000200
123,0x000B319D,盗贼,賊,Outlaw,2,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,7,0,0,260B00009D310B00FFFFFFFF0000803FF08DFFFF00001F0007000200
124,0x000DB7A5,盗贼,賊,Outlaw,2,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,7,0,0,3C0B0000A5B70D00FFFFFFFF0000803FE211FFFF00001F0007000200
125,0x0009AB7E,盗贼,賊,Outlaw,2,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,7,0,0,4F0B00007EAB0900FFFFFFFF0000803F2039FFFF00001F0007000200
126,0x0002A8E0,盗贼,賊,Outlaw,2,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,7,0,0,640B0000E0A80200FFFFFFFF0000803F6B9AFFFF00001F0007000200
127,0x00015F5F,盗贼,賊,Outlaw,0,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,7,0,0,7A0B00005F5F0100FFFFFFFF0000803F5AD5FFFF00001F0007000000
128,0x00046B29,盗贼,賊,Outlaw,0,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,7,0,0,860B0000296B0400FFFFFFFF0000803FFEA3FFFF00001F0007000000
129,0x000BD71E,盗贼,賊,Outlaw,0,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,7,0,0,920B00001ED70B00FFFFFFFF0000803F1370FFFF00001F0007000000
130,0x000560BB,盗贼,賊,Outlaw,0,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,7,0,0,9D0B0000BB600500FFFFFFFF0000803F17D4FFFF00001F0007000000
131,0x00032352,盗贼,賊,Outlaw,0,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,7,0,0,A80B000052230300FFFFFFFF0000803F5FD8FFFF00001F0007000000
132,0x000B3C30,盗贼,賊,Outlaw,0,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,7,0,0,B50B0000303C0B00FFFFFFFF0000803F4EDAFFFF00001F0007000000
133,0x00033599,盗贼,賊,Outlaw,0,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,7,0,0,C20B000099350300FFFFFFFF0000803FED34FFFF00001F0007000000
134,0x0003ADE7,盗贼,賊,Outlaw,0,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,7,0,0,CF0B0000E7AD0300FFFFFFFF0000803F4EC4FFFF00001F0007000000
135,0x000D7383,野武士,野武士,Rogue,1,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,7,0,0,DC0B000083730D00FFFFFFFF0000803FAE23FFFF00001F0007000100
136,0x00044443,野武士,野武士,Rogue,1,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,7,0,0,ED0B000043440400FFFFFFFF0000803F0498FFFF00001F0007000100
137,0x00041889,野武士,野武士,Rogue,1,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,7,0,0,FE0B000089180400FFFFFFFF0000803F3278FFFF00001F0007000100
138,0x0002E7A5,野武士,野武士,Rogue,1,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,7,0,0,0F0C0000A5E70200FFFFFFFF0000803F017DFFFF00001F0007000100
139,0x0006D1D2,野武士,野武士,Rogue,1,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,7,0,0,250C0000D2D10600FFFFFFFF0000803F2C0CFFFF00001F0007000100
140,0x00085AE5,野武士,野武士,Rogue,1,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,7,0,0,3D0C0000E55A0800FFFFFFFF0000803F8EA5FFFF00001F0007000100
141,0x000C8C02,野武士,野武士,Rogue,1,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,7,0,0,560C0000028C0C00FFFFFFFF0000803F7515FFFF00001F0007000100
142,0x000AC522,野武士,野武士,Rogue,1,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,7,0,0,6F0C000022C50A00FFFFFFFF0000803FE0B8FFFF00001F0007000100
143,0x0009742B,野武士,野武士,Rogue,1,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,7,0,0,880C00002B740900FFFFFFFF0000803F0B9FFFFF00001F0007000100
144,0x0001DF33,野武士,野武士,Rogue,1,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,7,0,0,9E0C000033DF0100FFFFFFFF0000803FAF94FFFF00001F0007000100
145,0x0001091E,野武士,野武士,Rogue,1,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,7,0,0,B60C00001E090100FFFFFFFF0000803FFB15FFFF00001F0007000100
146,0x0004AC17,野武士,野武士,Rogue,1,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,7,0,0,CF0C000017AC0400FFFFFFFF0000803F39D3FFFF00001F0007000100
147,0x0000DE8C,野武士,野武士,Rogue,1,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,7,0,0,DE0C00008CDE0000FFFFFFFF0000803F662FFFFF00001F0007000100
148,0x0005432C,野武士,野武士,Rogue,1,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,7,0,0,ED0C00002C430500FFFFFFFF0000803F53BDFFFF00001F0007000100
149,0x0000BB7D,野武士,野武士,Rogue,1,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,7,0,0,FC0C00007DBB0000FFFFFFFF0000803F3A7CFFFF00001F0007000100
150,0x000A4F31,野武士,野武士,Rogue,1,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,7,0,0,0A0D0000314F0A00FFFFFFFF0000803F2B6CFFFF00001F0007000100
151,0x00041BA8,野武士,野武士,Rogue,1,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,7,0,0,180D0000A81B0400FFFFFFFF0000803F0348FFFF00001F0007000100
152,0x000F345E,野武士,野武士,Rogue,1,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,7,0,0,260D00005E340F00FFFFFFFF0000803FE9A9FFFF00001F0007000100
153,0x00074C54,野武士,野武士,Rogue,1,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,7,0,0,360D0000544C0700FFFFFFFF0000803F8EAEFFFF00001F0007000100
154,0x000751E6,野武士,野武士,Rogue,1,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,7,0,0,460D0000E6510700FFFFFFFF0000803FAA5EFFFF00001F0007000100
155,0x000C8B29,野武士,野武士,Rogue,1,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,7,0,0,560D0000298B0C00FFFFFFFF0000803FED67FFFF00001F0007000100
156,0x000376AB,忍者,忍者,Ninja,0,class1:ordinary;class2:ordinary,1.5,0x3FC00000,0xFFFF,0x0000,0x1F,1;2;3;4;5,8,0,0,660D0000AB760300FFFFFFFF0000C03F8C5CFFFF00001F0008000000
157,0x00002EEE,忍者,忍者,Ninja,0,class1:ordinary;class2:ordinary,1.5,0x3FC00000,0xFFFF,0x0000,0x1F,1;2;3;4;5,8,0,0,730D0000EE2E0000FFFFFFFF0000C03FD659FFFF00001F0008000000
158,0x000E88CF,忍者,忍者,Ninja,0,class1:ordinary;class2:ordinary,1.5,0x3FC00000,0xFFFF,0x0000,0x1F,1;2;3;4;5,8,0,0,850D0000CF880E00FFFFFFFF0000C03FFA66FFFF00001F0008000000
159,0x000E3778,忍者,忍者,Ninja,0,class1:ordinary;class2:ordinary,1.5,0x3FC00000,0xFFFF,0x0000,0x1F,1;2;3;4;5,8,0,0,9A0D000078370E00FFFFFFFF0000C03FE308FFFF00001F0008000000
160,0x0008146A,忍者,忍者,Ninja,0,class1:ordinary;class2:ordinary,1.5,0x3FC00000,0xFFFF,0x0000,0x1F,1;2;3;4;5,8,0,0,A60D00006A140800FFFFFFFF0000C03F3409FFFF00001F0008000000
161,0x0004D880,忍者,忍者,Ninja,0,class1:ordinary;class2:ordinary,1.5,0x3FC00000,0xFFFF,0x0000,0x1F,1;2;3;4;5,8,0,0,B10D000080D80400FFFFFFFF0000C03F15CAFFFF00001F0008000000
162,0x0009DD3B,忍者,忍者,Ninja,0,class1:ordinary;class2:ordinary,1.5,0x3FC00000,0xFFFF,0x0000,0x1F,1;2;3;4;5,8,0,0,BD0D00003BDD0900FFFFFFFF0000C03FDE66FFFF00001F0008000000
163,0x000293AD,忍者,忍者,Ninja,0,class1:ordinary;class2:ordinary,1.5,0x3FC00000,0xFFFF,0x0000,0x1F,1;2;3;4;5,8,0,0,CB0D0000AD930200FFFFFFFF0000C03F2B28FFFF00001F0008000000
164,0x00099051,阴阳师,陰陽師,Onmyo Mage,0,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,9,0,0,DB0D000051900900FFFFFFFF0000803F791CFFFF00001F0009000000
165,0x000CBE74,阴阳师,陰陽師,Onmyo Mage,0,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,9,0,0,E40D000074BE0C00FFFFFFFF0000803F8CCBFFFF00001F0009000000
166,0x00074AF0,阴阳师,陰陽師,Onmyo Mage,0,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,9,0,0,F20D0000F04A0700FFFFFFFF0000803FF390FFFF00001F0009000000
167,0x0002CB8A,阴阳师,陰陽師,Onmyo Mage,0,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,9,0,0,010E00008ACB0200FFFFFFFF0000803F71FDFFFF00001F0009000000
168,0x0000EAEC,阴阳师,陰陽師,Onmyo Mage,0,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,9,0,0,120E0000ECEA0000FFFFFFFF0000803FA4BFFFFF00001F0009000000
169,0x000D09E6,阴阳师,陰陽師,Onmyo Mage,0,class1:ordinary;class2:ordinary,1.5,0x3FC00000,0xFFFF,0x0000,0x1F,1;2;3;4;5,9,0,0,200E0000E6090D00FFFFFFFF0000C03FD6F8FFFF00001F0009000000
170,0x00065C72,阴阳师,陰陽師,Onmyo Mage,0,class1:ordinary;class2:ordinary,1.5,0x3FC00000,0xFFFF,0x0000,0x1F,1;2;3;4;5,9,0,0,2B0E0000725C0600FFFFFFFF0000C03F2B3DFFFF00001F0009000000
171,0x0002DF11,阴阳师,陰陽師,Onmyo Mage,0,class1:ordinary;class2:ordinary,1.5,0x3FC00000,0xFFFF,0x0000,0x1F,1;2;3;4;5,9,0,0,3B0E000011DF0200FFFFFFFF0000C03FF9AFFFFF00001F0009000000
172,0x000E4A28,阴阳师,陰陽師,Onmyo Mage,0,class1:ordinary;class2:ordinary,1.5,0x3FC00000,0xFFFF,0x0000,0x1F,1;2;3;4;5,9,0,0,4C0E0000284A0E00FFFFFFFF0000C03F4970FFFF00001F0009000000
173,0x00044A5E,阴阳师,陰陽師,Onmyo Mage,0,class1:ordinary;class2:ordinary,1.5,0x3FC00000,0xFFFF,0x0000,0x1F,1;2;3;4;5,9,0,0,5F0E00005E4A0400FFFFFFFF0000C03F3D02FFFF00001F0009000000
174,0x0002EFD5,阴阳师,陰陽師,Onmyo Mage,0,class1:ordinary;class2:ordinary,1.5,0x3FC00000,0xFFFF,0x0000,0x1F,1;2;3;4;5,9,0,0,6F0E0000D5EF0200FFFFFFFF0000C03FD237FFFF00001F0009000000
175,0x000D1C92,阴阳师,陰陽師,Onmyo Mage,0,class1:ordinary;class2:ordinary,1.5,0x3FC00000,0xFFFF,0x0000,0x1F,1;2;3;4;5,9,0,0,7C0E0000921C0D00FFFFFFFF0000C03F379DFFFF00001F0009000000
176,0x000B52BF,阴阳师,陰陽師,Onmyo Mage,0,class1:ordinary;class2:ordinary,1.5,0x3FC00000,0xFFFF,0x0000,0x1F,1;2;3;4;5,9,0,0,8E0E0000BF520B00FFFFFFFF0000C03F3321FFFF00001F0009000000
177,0x000D733D,阴阳师,陰陽師,Onmyo Mage,0,class1:ordinary;class2:ordinary,1.5,0x3FC00000,0xFFFF,0x0000,0x1F,1;2;3;4;5,9,0,0,A10E00003D730D00FFFFFFFF0000C03F187CFFFF00001F0009000000
178,0x00000C7F,阴阳师,陰陽師,Onmyo Mage,0,class1:ordinary;class2:ordinary,1.5,0x3FC00000,0xFFFF,0x0000,0x1F,1;2;3;4;5,9,0,0,B60E00007F0C0000FFFFFFFF0000C03FFA83FFFF00001F0009000000
179,0x0005CB58,阴阳师,陰陽師,Onmyo Mage,2,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,9,0,0,C80E000058CB0500FFFFFFFF0000803F752BFFFF00001F0009000200
180,0x00037137,阴阳师,陰陽師,Onmyo Mage,2,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,9,0,0,D90E000037710300FFFFFFFF0000803F0704FFFF00001F0009000200
181,0x0008C207,阴阳师,陰陽師,Onmyo Mage,2,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,9,0,0,EF0E000007C20800FFFFFFFF0000803F266CFFFF00001F0009000200
182,0x000E9039,阴阳师,陰陽師,Onmyo Mage,2,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,9,0,0,060F000039900E00FFFFFFFF0000803F9EDAFFFF00001F0009000200
183,0x000DBBF9,阴阳师,陰陽師,Onmyo Mage,2,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,9,0,0,1F0F0000F9BB0D00FFFFFFFF0000803FB37DFFFF00001F0009000200
184,0x00073C48,阴阳师,陰陽師,Onmyo Mage,2,class1:ordinary;class2:ordinary,1.5,0x3FC00000,0xFFFF,0x0000,0x1F,1;2;3;4;5,9,0,0,350F0000483C0700FFFFFFFF0000C03F52AEFFFF00001F0009000200
185,0x000A793F,阴阳师,陰陽師,Onmyo Mage,2,class1:ordinary;class2:ordinary,1.5,0x3FC00000,0xFFFF,0x0000,0x1F,1;2;3;4;5,9,0,0,480F00003F790A00FFFFFFFF0000C03F6E52FFFF00001F0009000200
186,0x00061495,阴阳师,陰陽師,Onmyo Mage,2,class1:ordinary;class2:ordinary,1.5,0x3FC00000,0xFFFF,0x0000,0x1F,1;2;3;4;5,9,0,0,600F000095140600FFFFFFFF0000C03FEF7DFFFF00001F0009000200
187,0x0006343B,阴阳师,陰陽師,Onmyo Mage,2,class1:ordinary;class2:ordinary,1.5,0x3FC00000,0xFFFF,0x0000,0x1F,1;2;3;4;5,9,0,0,790F00003B340600FFFFFFFF0000C03F00A8FFFF00001F0009000200
188,0x0007B808,阴阳师,陰陽師,Onmyo Mage,2,class1:ordinary;class2:ordinary,1.5,0x3FC00000,0xFFFF,0x0000,0x1F,1;2;3;4;5,9,0,0,940F000008B80700FFFFFFFF0000C03FDAB2FFFF00001F0009000200
189,0x0003BA6D,阴阳师,陰陽師,Onmyo Mage,2,class1:ordinary;class2:ordinary,1.5,0x3FC00000,0xFFFF,0x0000,0x1F,1;2;3;4;5,9,0,0,AC0F00006DBA0300FFFFFFFF0000C03F36FAFFFF00001F0009000200
190,0x0002BF39,阴阳师,陰陽師,Onmyo Mage,2,class1:ordinary;class2:ordinary,1.5,0x3FC00000,0xFFFF,0x0000,0x1F,1;2;3;4;5,9,0,0,C10F000039BF0200FFFFFFFF0000C03FFC93FFFF00001F0009000200
191,0x000A2ADA,阴阳师,陰陽師,Onmyo Mage,2,class1:ordinary;class2:ordinary,1.5,0x3FC00000,0xFFFF,0x0000,0x1F,1;2;3;4;5,9,0,0,DB0F0000DA2A0A00FFFFFFFF0000C03FFBB6FFFF00001F0009000200
192,0x0007E550,阴阳师,陰陽師,Onmyo Mage,2,class1:ordinary;class2:ordinary,1.5,0x3FC00000,0xFFFF,0x0000,0x1F,1;2;3;4;5,9,0,0,F60F000050E50700FFFFFFFF0000C03F64CEFFFF00001F0009000200
193,0x000301F3,阴阳师,陰陽師,Onmyo Mage,2,class1:ordinary;class2:ordinary,1.5,0x3FC00000,0xFFFF,0x0000,0x1F,1;2;3;4;5,9,0,0,13100000F3010300FFFFFFFF0000C03F69D0FFFF00001F0009000200
194,0x000E69D7,武田士兵,武田兵士,Takeda Soldier,0,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,10,0,150,2D100000D7690E00FFFFFFFF0000803F7688FFFF00001F000A000096
195,0x0004E9BB,武田士兵,武田兵士,Takeda Soldier,0,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,10,0,150,40100000BBE90400FFFFFFFF0000803F9AC5FFFF00001F000A000096
196,0x00025080,武田士兵,武田兵士,Takeda Soldier,0,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,10,0,150,5110000080500200FFFFFFFF0000803FD9E7FFFF00001F000A000096
197,0x000ECE6E,武田士兵,武田兵士,Takeda Soldier,0,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,10,0,150,611000006ECE0E00FFFFFFFF0000803FB314FFFF00001F000A000096
198,0x00046086,武田士兵,武田兵士,Takeda Soldier,2,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,10,0,150,7310000086600400FFFFFFFF0000803F8DDBFFFF00001F000A000296
199,0x000157E8,武田士兵,武田兵士,Takeda Soldier,2,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,10,0,150,8B100000E8570100FFFFFFFF0000803F23B3FFFF00001F000A000296
200,0x0004027F,武田士兵,武田兵士,Takeda Soldier,2,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,10,0,150,A51000007F020400FFFFFFFF0000803FFD55FFFF00001F000A000296
201,0x0000659C,武田士兵,武田兵士,Takeda Soldier,0,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,10,0,150,C01000009C650000FFFFFFFF0000803FBAB6FFFF00001F000A000096
202,0x000B1078,武田士兵,武田兵士,Takeda Soldier,0,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,10,0,150,D410000078100B00FFFFFFFF0000803F0ED1FFFF00001F000A000096
203,0x000E566E,武田士兵,武田兵士,Takeda Soldier,0,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,10,0,150,E61000006E560E00FFFFFFFF0000803FCCF8FFFF00001F000A000096
204,0x000CB4AC,武田士兵,武田兵士,Takeda Soldier,0,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,10,0,150,F7100000ACB40C00FFFFFFFF0000803F51FFFFFF00001F000A000096
205,0x00078067,武田士兵,武田兵士,Takeda Soldier,2,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,10,0,150,0A11000067800700FFFFFFFF0000803F3EEAFFFF00001F000A000296
206,0x0000645D,武田士兵,武田兵士,Takeda Soldier,2,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,10,0,150,231100005D640000FFFFFFFF0000803F5647FFFF00001F000A000296
207,0x00067405,武田士兵,武田兵士,Takeda Soldier,2,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,10,0,150,3E11000005740600FFFFFFFF0000803F159FFFFF00001F000A000296
208,0x00093457,武田士兵,武田兵士,Takeda Soldier,0,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,10,0,150,5A11000057340900FFFFFFFF0000803F5093FFFF00001F000A000096
209,0x000D5745,武田士兵,武田兵士,Takeda Soldier,0,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,10,0,150,7211000045570D00FFFFFFFF0000803FA948FFFF00001F000A000096
210,0x00015F4F,武田士兵,武田兵士,Takeda Soldier,0,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,10,0,150,881100004F5F0100FFFFFFFF0000803F375DFFFF00001F000A000096
211,0x000F1629,武田士兵,武田兵士,Takeda Soldier,0,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,10,0,150,9D11000029160F00FFFFFFFF0000803F91C4FFFF00001F000A000096
212,0x00083666,武田士兵,武田兵士,Takeda Soldier,2,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,10,0,150,B411000066360800FFFFFFFF0000803F9BC9FFFF00001F000A000296
213,0x000C1AB4,武田士兵,武田兵士,Takeda Soldier,2,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,10,0,150,D1110000B41A0C00FFFFFFFF0000803F0B6BFFFF00001F000A000296
214,0x000538F8,武田士兵,武田兵士,Takeda Soldier,2,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,10,0,150,F0110000F8380500FFFFFFFF0000803FAB20FFFF00001F000A000296
215,0x00094B8D,武田士兵,武田兵士,Takeda Soldier,1,class1:ordinary;class2:ordinary,2.0,0x40000000,0xFFFF,0x0000,0x1F,1;2;3;4;5,10,0,150,101200008D4B0900FFFFFFFF000000408494FFFF00001F000A000196
216,0x0006EA62,武田士兵,武田兵士,Takeda Soldier,1,class1:ordinary;class2:ordinary,2.0,0x40000000,0xFFFF,0x0000,0x1F,1;2;3;4;5,10,0,150,2412000062EA0600FFFFFFFF00000040F6A2FFFF00001F000A000196
